root_symbol,exchange,name,multiplier,tick_size,url,Product Code,Settlement Method,Price Quotation,Contract Unit,Minimum Price Fluctuation,Termination Of Trading,Trading Hours,sector,sub_sector,exchange_y,sector,symbol,strategy,tick,tick value,multiplier_y,,
NW,NYMEX,Waha Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/waha-texas-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: NWCME ClearPort: NWClearing: NW ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,Waha Natural Gas (Platts IFERC) Basis Futures,NW,Outright,0.0001,0.25,2500,,
NX,NYMEX,Texas Eastern Zone M-3 Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/texas-eastern-zone-m-3-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: NXCME ClearPort: NXClearing: NX ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,Texas Eastern Zone M-3 Natural Gas (Platts IFERC) Basis Futures,NX,Outright,0.0001,0.25,2500,,
NYF,NYMEX,NY Fuel Oil 1.0% (Platts) vs. European 1% Fuel Oil Cargoes FOB NWE (Platts) Futures,1000,0.001,http://www.cmegroup.com/trading/energy/refined-products/new-york-fuel-oil-1pct-vs-european-1pct-fuel-oil-cargoes-fob-nwe-platts-swap-futures_contract_specifications.html,CME Globex: NYFCME ClearPort: NYFClearing: NYF ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 U.S. barrels ",$0.001 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,NY Fuel Oil 1.0% (Platts) vs. European 1% Fuel Oil Cargoes FOB NWE (Platts) Futures,NYF,Outright,0.001,1,1000,,
NZ,NYMEX,Transco Zone 6 Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/transco-zone-6-new-york-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: NZNCME ClearPort: NZClearing: NZ ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,,,,,,,,,
O,CBT,Oats Futures,50,0.25,http://www.cmegroup.com/trading/agricultural/grain-and-oilseed/oats_contract_specifications.html,CME Globex: ZOCME ClearPort: O ,Deliverable ,Cents per bushel ,"5,000 bushels (~ 86 metric tons) ",1/4 of one cent per bushel ($12.50 per contract) ,The business day prior to the 15th calendar day of the contract month. ,"Sunday – Friday, 7:00 p.m. – 7:45 a.m. CT and ",Agriculture,Grain And Oilseed,,,,,,,,,
O1,NYMEX,ERCOT West 345 kV Hub 5 MW Off-Peak Futures,5,0.01,http://www.cmegroup.com/trading/energy/electricity/ercot-west-zone-mcpe-5-mw-off-peak-swap-futures_contract_specifications.html,CME Globex: AO1CME ClearPort: O1 ,Deliverable ,U.S. dollars and cents per MWh ,5 MWh ,0.01 x 5 MW x # off-peak hours/month ,"On the second to last business day of the month prior to the contract month, each O1/AO1 open position converts into a strip of ERCOT West 345 kV Hub 5 MW Off-Peak Calendar-Day Futures - R4/AR4 in the originally specified contract month.. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
OFM,NYMEX,Ontario Off-Peak Calendar-Month Futures,5,0.05,http://www.cmegroup.com/trading/energy/electricity/ontario-off-peak-calendar-month-swap-futures_contract_specifications.html,CME Globex: OFFCME ClearPort: OFM ,Deliverable ,CAD dollars and cents per MWh ,5 MWH ,0.05 x 5 MW x # off-peak hours/month ,"On the last business day of the month prior to the contract month, each OFM/OFF open position converts into a strip of Ontario Off-Peak Calendar-Day Futures - OFD/OOD in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
OPM,NYMEX,Ontario Peak Calendar-Month Futures,80,0.05,http://www.cmegroup.com/trading/energy/electricity/ontario-peak-calendar-month-swap-futures_contract_specifications.html,CME Globex: OMM ,Deliverable ,CAD dollars and cents per MWh ,5 MW (80 MWh) ,0.05 x 5 MW x 16 peak hours x # peak days/month ,"On the second to last business day of the month prior to the contract month, each OPM/OMM open position converts into a strip of Ontario Peak Calendar-Day Futures - OPD/OPO in the originally specified contract month. ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
P5,NYMEX,ISO New England South East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,5,0.05,http://www.cmegroup.com/trading/energy/electricity/nepool-se-mass-5-mw-off-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: AP5 ,Financially Settled ,The contract quantity shall be 5 Megawatts Hours (MWH). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month. ,5 Megawatts hours (MWh) ,$0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,,,,,,,,,
P7,NYMEX,ISO New England North East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,80,0.05,http://www.cmegroup.com/trading/energy/electricity/nepool-ne-mass-5-peak-mw-day-ahead-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: AP7 ,Financially Settled ,The contract quantity shall be 80 Megawatt Hours (MWH) and is based on 5 megawatts for peak daily hours. ,80 Megawatt hours (MWh) (5 MW per peak hour). ,$0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,,,,,,,,,
P8,NYMEX,ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures,5,0.05,http://www.cmegroup.com/trading/energy/electricity/nepool-ne-mass-5-off-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,CME Globex: AP8 ,Financially Settled ,The contract quantity shall be 5 Megawatts Hours (MWH). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month. ,5 Megawatts hours (MWh) ,$0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,,,,,,,,,
PA,NYMEX,Palladium Futures,100,0.1,http://www.cmegroup.com/trading/metals/precious/palladium_contract_specifications.html,CME Globex: PACME ClearPort: PAClearing: PA ,Deliverable ,U.S. Dollars and Cents per troy ounce ,100 troy ounces ,$0.10 per troy ounce ,Trading terminates on the third last business day of the delivery month. ,CME Globex: ,Metals,Precious,NYMEX,Palladium Futures,PA,Outright,0.1,10,100,,
PC,NYMEX,PG&E Citygate Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,,,,,,,,,Energy,Natural Gas,,,,,,,,,
PD,NYMEX,NGPL TexOk Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/natural-gas-pipeline-texasoklahoma-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: PDCME ClearPort: PDClearing: PD ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,NGPL TexOk Natural Gas (Platts IFERC) Basis Futures,PD,Outright,0.0001,0.25,2500,,
PDM,NYMEX,MISO Indiana Hub Day-Ahead Peak Calendar-Month 5 MW Futures,80,0.05,http://www.cmegroup.com/trading/energy/electricity/midwest-iso-indiana-hub-5-mw-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,,,,,,,,Energy,Electricity,,,,,,,,,
PF,NYMEX,Ventura Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/northern-natural-gas-ventura-iowa-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: PFCME ClearPort: PFClearing: PF ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,Ventura Natural Gas (Platts IFERC) Basis Futures,PF,Outright,0.0001,0.25,2500,,
PG,NYMEX,Dominion South Point Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/dominion-appalachia-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: PGNCME ClearPort: PGClearing: PG ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,,,,,,,,,
PH,NYMEX,Panhandle Natural Gas (Platts IFERC) Basis Futures,2500,0.0001,http://www.cmegroup.com/trading/energy/natural-gas/panhandle-natural-gas-basis-swap-futures-platts-iferc_contract_specifications.html,CME Globex: PHCME ClearPort: PHClearing: PH ,Financially Settled ,U.S. dollars and cents per MMBtu ,"2,500 MMBtu ",$0.0001 per MMBtu ,Trading shall cease on the last business day of the month prior to the contract month. ,CME Globex: ,Energy,Natural Gas,NYMEX,Panhandle Natural Gas (Platts IFERC) Basis Futures,PH,Outright,0.0001,0.25,2500,,
PL,NYMEX,Platinum Futures,50,0.1,http://www.cmegroup.com/trading/metals/precious/platinum_contract_specifications.html,CME Globex: PLCME ClearPort: PLClearing: PL ,Deliverable ,U.S. Dollars and Cents per troy ounce ,50 troy ounces ,$0.10 per troy ounce ,Trading terminates on the third last business day of the delivery month. ,CME Globex: ,Metals,Precious,NYMEX,Platinum Futures,PL,Outright,0.1,5,50,,
PTM,NYMEX,MISO Indiana Hub Real-Time Peak Calendar-Month 5 MW Futures,80,0.05,,,,,,,,,Energy,Electricity,,,,,,,,,
PZ,CME,Polish Zloty Futures,500000,2.00E-05,http://www.cmegroup.com/trading/fx/emerging-market/polish-zloty_contract_specifications.html,CME Globex: PLNCME ClearPort: PZClearing: PZ ,Deliverable ,,"500,000 Polish zloty ",$.00002 per Polish zloty increments ($10.00/contract). $.00001 per Polish zloty increments ($5.00/contract) for PLN/USD futures intra-currency spreads executed electronically. ,9:16 a.m. Central Time (CT) on the second business day immediately preceding the third Wednesday of the contract month (usually Monday). ,CME Globex: ,FX,Emerging Markets,,,,,,,,,
Q5,NYMEX,NYISO Zone C 5 MW Peak Calendar-Month Day-Ahead LBMP Futures,80,0.05,http://www.cmegroup.com/trading/energy/electricity/nyiso-zone-c-5-mw-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: AQ5 ,Financially Settled ,U.S. dollars and cents per MWh ,5 MW (80 MWh) ,0.05 x 5 MW x 16 peak hours x # peak days/month ,CME Globex: ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
QG,NYMEX,E-mini Natural Gas Futures,2500,0.005,http://www.cmegroup.com/trading/energy/natural-gas/emini-natural-gas_contract_specifications.html,CME Globex: QGClearing: QG ,Financially Settled ,U.S. dollars and cents per mmBtu. ,"2,500 million British thermal units (mmBtu). ",$0.005 per MMBtu ,Trading shall cease on the business day immediately preceding the last day of trading in the current delivery month of the Henry Hub Natural Gas Futures contract. ,CME Globex: ,Energy,Natural Gas,NYMEX,E-mini Natural Gas Futures,QG,Outright,0.005,12.5,2500,,
QL,NYM,Coal Futures,1000,0.01,,,,,,,,,Energy,Coal,,,,,,,,,
QM,NYMEX,E-mini Crude Oil Futures,500,0.025,http://www.cmegroup.com/trading/energy/crude-oil/emini-crude-oil_contract_specifications.html,CME Globex: QMCME ClearPort: QMClearing: QM ,Financially Settled ,U.S. dollars and cents per barrel. ,500 barrels. ,$0.025 per barrel ,Trading in the current delivery month shall cease on the business day immediately preceding to the last day of trading in the current delivery month of the NYMEX Light Sweet Crude Oil futures contract. ,CME Globex: ,Energy,Crude Oil,NYMEX,E-mini Crude Oil Futures,QM,Outright,0.025,12.5,500,,
QP,NYMEX,Powder River Basin Coal (Platts OTC Broker Index) Futures,1000,0.01,http://www.cmegroup.com/trading/energy/coal/western-rail-powder-river-basin-coal-swap-futures_contract_specifications.html,CME Globex: QPCME ClearPort: QPClearing: QP ,Financially Settled ,U.S. Dollars and Cents per ton ,"1,000 tons ",$0.01 per ton ,"Trading terminates on the 25th day of the month prior to the contract month.  If the 25th day is not a business day, the contract shall expire on the last business day prior to the 25th. ",CME Globex: ,Energy,Coal,NYMEX,Powder River Basin Coal (Platts OTC Broker Index) Futures ,QP,Outright,0.01,10,1000,,
QX,NYMEX,Eastern Rail Delivery CSX Coal Futures,1000,0.01,http://www.cmegroup.com/trading/energy/coal/eastern-rail-csx-coal-swap-futures_contract_specifications.html,CME Globex: QXBCME ClearPort: QXClearing: QX ,Financially Settled ,U.S. Dollars and Cents per ton ,"1,000 tons ",$0.01 per ton ,"Trading terminates on the 25th day of the month prior to the contract month.  If the 25th day is not a business day, the contract shall expire on the last business day prior to the 25th. ",CME Globex: ,Energy,Coal,,,,,,,,,
R3,NYMEX,PJM BGE Zone Off-Peak Calendar-Month Day-Ahead LMP Futures,5,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-bge-zone-off-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,CME Globex: AR3CME ClearPort: R3Clearing: R3 ,Financially Settled ,The contract quantity shall be 5 Megawatts hours (MWh). Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of off-peak hours in the month. ,5 Megawatts hours (MWh) ,$0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,,,,,,,,,
R6,NYMEX,ISO New England West Central Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures,80,0.05,http://www.cmegroup.com/trading/energy/electricity/nepool-w-central-mass-5-mw-peak-calendar-month-day-ahead-swap-futures_contract_specifications.html,CME Globex: AR6 ,Financially Settled ,The contract quantity shall be 80 Megawatt Hours (MWH) and is based on 5 megawatts for peak daily hours. ,80 Megawatt hours (MWh) (5 MW per peak hour). ,$0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,,,,,,,,,
R7,NYMEX,PJM AEP Dayton Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures,5,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-aep-dayton-hub-off-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,CME Globex: R7LCME ClearPort: R7 ,Deliverable ,U.S. dollars and cents per MWh ,5 MWh ,0.05 x 5 MW x # off-peak hours/month ,"On the second to last business day of the month prior to the contract month, each R7/R7L open position converts into a strip of PJM AEP Dayton Hub Day-Ahead Off-Peak Calendar-Day 5 MW Futures - PEO/PEL in the originally specified contract month.  ",Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,Energy,Electricity,,,,,,,,,
RA,CME,South African Rand Futures,0.5,2.50E-05,http://www.cmegroup.com/trading/fx/emerging-market/south-african-rand_contract_specifications.html,CME Globex: 6ZCME ClearPort: RAClearing: RA ,Deliverable ,,"500,000 South African rand ",$.000025 per South African rand increments ($12.50/contract). ,9:16 a.m. Central Time (CT) on the second business day immediately preceding the third Wednesday of the contract month (usually Monday). ,CME Globex: ,FX,Emerging Markets,,ZAR/USD Futures (South African Rand),6Z,Outright,2.50E-05,12.5,500000,,
RB,NYMEX,RBOB Gasoline Physical Futures,42000,0.0001,http://www.cmegroup.com/trading/energy/refined-products/rbob-gasoline_contract_specifications.html,CME Globex: RBCME ClearPort: RBClearing: RB ,Deliverable ,U.S. dollars and cents per gallon. ,"42,000 gallons ",$0.0001 per gallon ,Trading in a current delivery month shall cease on the last business day of the month preceding the delivery month. ,CME Globex: ,Energy,Refined Products,NYMEX,RBOB Gasoline Futures,RB,Outright,0.0001,4.2,42000,,
RBB,NYMEX,RBOB Gasoline Brent Crack Spread Futures,1000,0.001,http://www.cmegroup.com/trading/energy/refined-products/rbob-gasoline-vs-brent-crack-spread-swap-futures_contract_specifications.html,CME Globex: RBBCME ClearPort: RBBClearing: RBB ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 barrels ",$0.001 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,RBOB Gasoline vs. Brent Crack Spread Futures ,RBB,Outright,0.001,1,1000,,
RF,CME,Euro/Swiss Franc Futures,125000,0.0001,http://www.cmegroup.com/trading/fx/g10/euro-fx-swiss-franc_contract_specifications.html,CME Globex: RFCME ClearPort: RFClearing: RF ,Deliverable ,,"125,000 euro ",.0001 Swiss francs per euro increments (12.5 Swiss francs). .00005 Swiss francs per euro increments (6.25 Swiss francs) for EUR/CHF futures intra-currency spreads executed electronically. ,9:16 a.m. Central Time (CT) on the second business day immediately preceding the third Wednesday of the contract month (usually Monday). ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,FX,Cross Rates,,EUR/CHF Futures (Euro/Swiss Franc),RF,Outright,0.0001,12.5,125000,,
RK,NYMEX,Singapore Jet Kerosene (Platts) vs. Gasoil (Platts) Futures,1000,0.001,http://www.cmegroup.com/trading/energy/refined-products/singapore-jet-regrade-jet-kero-vs-gasoil-swap-futures_contract_specifications.html,CME Globex: RKACME ClearPort: RKClearing: RK ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 barrels ",$0.001 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,,,,,,,,,
RL,NYMEX,RBOB Gasoline Financial Futures,42000,0.0001,http://www.cmegroup.com/trading/energy/refined-products/rbob-calendar-swap-futures_contract_specifications.html,CME Globex: RLXCME ClearPort: RLClearing: RL ,Financially Settled ,U.S. dollars and cents per gallon. ,"42,000 gallons ",$0.0001 per gallon ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,,,,,,,,,
RM,NYMEX,RBOB Gasoline Crack Spread Futures,1000,0.01,http://www.cmegroup.com/trading/energy/refined-products/rbob-crack-spread-swap-futures_contract_specifications.html,CME Globex: ARECME ClearPort: RMClearing: RM ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 U.S. barrels ",$0.01 per barrel ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,,,,,,,,,
RP,CME,Euro/British Pound Futures,125000,5.00E-05,http://www.cmegroup.com/trading/fx/g10/euro-fx-british-pound_contract_specifications.html,CME Globex: RP ,Deliverable ,,"125,000 euro ",Outrights: 0.00005 GBP per EUR increments ($6.25 GBP). ,9:16 a.m. Central Time (CT) on the second business day immediately preceding the third Wednesday of the contract month (usually Monday). ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,FX,Cross Rates,,EUR/GBP Futures (Euro/British Pound),RP,Outright,5.00E-05,6.25,125000,,
RR,CBT,Rough Rice Futures,20,0.5,http://www.cmegroup.com/trading/agricultural/grain-and-oilseed/rough-rice_contract_specifications.html,CME Globex: ZRCME ClearPort: 14 ,Deliverable ,Cents per hundredweight ,"2,000 hundredweights (CWT) (~ 91 Metric Tons) ",1/2 cent per hundredweight ($10.00 per contract) ,The business day prior to the 15th calendar day of the contract month. ,"Sunday – Thursday, 7:00 p.m. – 9:00 p.m. CT and ",Agriculture,Grain And Oilseed,,,,,,,,,
RU,CME,Russian Ruble Futures,2.5,5.00E+00,http://www.cmegroup.com/trading/fx/emerging-market/russian-ruble_contract_specifications.html,CME Globex: 6RCME ClearPort: RUClearing: RU ,Financially Settled ,,"2,500,000 Russian rubles ",$.000005 per Russian ruble increments ($12.50/contract). ,"11:00 a.m. Moscow time on the fifteenth day of the month, or, if not a business day, on the next business day for the Moscow interbank foreign exchange market. ",CME Globex: ,FX,Emerging Markets,,,,,,,,,
RV,NYMEX,Gulf Coast Unl 87 Gasoline M1 (Platts) vs. RBOB Gasoline Futures,42000,0.0001,,,,,,,,,Energy,Refined Products,,,,,,,,,
RY,CME,Euro/Japanese Yen Futures,125000,0.01,http://www.cmegroup.com/trading/fx/g10/euro-fx-japanese-yen_contract_specifications.html,CME Globex: RYCME ClearPort: RYClearing: RY ,Deliverable ,,"125,000 euro ",".01 Japanese yen per euro increments (1,250 Japanese yen). .005 Japanese yen per euro increments (625 Japanese yen) for EUR/JPY futures intra-currency spreads executed electronically. ",9:16 a.m. Central Time (CT) on the second business day immediately preceding the third Wednesday of the contract month (usually Monday). ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,FX,Cross Rates,,EUR/JPY Futures (Euro/Japanese Yen),RY,Outright,0.01,1250,125000,,
S,CBT,Soybean Futures,50,0.25,http://www.cmegroup.com/trading/agricultural/grain-and-oilseed/soybean_contract_specifications.html,CME Globex: ZSCME ClearPort: S ,Deliverable ,Cents per bushel ,"5,000 bushels (~136 metric tons) ",1/4 of one cent per bushel ($12.50 per contract) ,The business day prior to the 15th calendar day of the contract month. ,"Sunday – Friday, 7:00 p.m. – 7:45 a.m. CT and ",Agriculture,Grain And Oilseed,,,,,,,,,
S4,NYMEX,PJM APS Zone Peak Calendar-Month Day-Ahead LMP Futures,80,0.05,http://www.cmegroup.com/trading/energy/electricity/pjm-aps-zone-peak-calendar-month-day-ahead-lmp-swap-futures_contract_specifications.html,CME Globex: AS4CME ClearPort: S4Clearing: S4 ,Financially Settled ,The contract quantity shall be 80 Megawatt Hours (MWH) and is based on 5 megawatts for peak daily hours. Transaction sizes for trading in any delivery month shall be restricted to whole number multiples of the number of peak days in the contract month. ,80 Megawatt hours (MWh) (5 MW per peak hour). ,$0.05 per MWh ,CME Globex: ,CME Globex: ,Energy,Electricity,,,,,,,,,
SA,CBT,5 Year USD Deliverable Interest Rate Swap Futures,1000,0.0078125,http://www.cmegroup.com/trading/interest-rates/deliverable-swaps/5-year-deliverable-interest-rate-swap-futures_contract_specifications.html,CME Globex: F1UCME ClearPort: F1UClearing: F1U ,Deliverable ,"Prices are made in terms of price points: 100 points plus net present value (NPV) of IRS that meets Delivery Standard, where NPV is present value of IRS fixed-rate payments minus present value of IRS floating-rate payments as of 3rd Wednesday of Delivery Month. Par is on the basis of 100 points. ","$1,000 per point ($100,000 per contract) ",¼ of 1/32nd point ($7.8125 per contract) ,Second London business day before 3rd Wednesday of futures Delivery Month. Trading in expiring contracts closes at 2:00 p.m. on the last trading day. ,Sunday - Friday 5:00 p.m. - 4:00 p.m. CT with a 60-minute break each day beginning at 4:00 p.m. ,Interest Rate,Deliverable Swaps,,,,,,,,,
SD,NYMEX,Singapore Fuel Oil 180 cst (Platts) vs. 380 cst (Platts) Futures,1000,0.001,http://www.cmegroup.com/trading/energy/refined-products/singapore-180cst-fuel-oil-vs-380cst-fuel-oil-spread-swap-futures_contract_specifications.html,CME Globex: SDCME ClearPort: SDClearing: SD ,Financially Settled ,U.S. dollars and cents per metric ton ,"1,000 metric tons ",$0.001 per metric ton ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,Singapore Fuel Oil 180 cst vs. 380 cst Spread (Platts) Futures ,SD,Outright,0.001,1,1000,,
SE,NYMEX,Singapore Fuel Oil 380 cst (Platts) Futures,1000,0.001,http://www.cmegroup.com/trading/energy/refined-products/singapore-380cst-fuel-oil-platts-swap-futures_contract_specifications.html,CME Globex: SECME ClearPort: SEClearing: SE ,Financially Settled ,U.S. dollars and cents per metric ton ,"1,000 metric tons ",$0.001 per metric ton ,Trading shall cease on the last business day of the contract month. ,CME Globex: ,Energy,Refined Products,NYMEX,Singapore Fuel Oil 380 cst (Platts) Futures ,SE,Outright,0.001,1,1000,,
SF,CME,Swiss Franc Futures,125000,0.0001,http://www.cmegroup.com/trading/fx/g10/swiss-franc_contract_specifications.html,CME Globex: 6SCME ClearPort: E1Clearing: E1 ,Deliverable ,,"125,000 Swiss francs ",$.0001 per Swiss Franc increments ($12.50/contract). $.00005 per Swiss Franc increments ($6.25/contract) for CHF/USD futures intra-currency spreads executed electronically. ,9:16 a.m. Central Time (CT) on the second business day immediately preceding the third Wednesday of the contract month (usually Monday). ,Sunday - Friday 6:00 p.m. - 5:00 p.m. (5:00 p.m. - 4:00 p.m. Chicago Time/CT) with a 60-minute break each day beginning at 5:00 p.m. (4:00 p.m. CT) ,FX,Majors,,,,,,,,,
SG,NYMEX,Singapore Gasoil (Platts) Futures,1000,0.001,http://www.cmegroup.com/trading/energy/refined-products/singapore-gasoil-swap-futures_contract_specifications.html,CME Globex: SGBCME ClearPort: SGClearing: SG ,Financially Settled ,U.S. dollars and cents per barrel ,"1,000 barrels ",$0.001 per barrel ,Trading terminates on the last business day of the contract month. ,Sunday - Friday 6:00 p.m. - 5:00 p.m. ET (5:00 p.m. - 4:00 p.m. CT) with a 60-minute break each day beginning at 5:00 p.m. ET (4:00 p.m. CT) ,Energy,Refined Products,,,,,,,,,
SI,CEC,Silver Futures,5000,0.005,http://www.cmegroup.com/trading/metals/precious/silver_contract_specifications.html,CME Globex: SICME ClearPort: SI ,Deliverable ,U.S. Cents per troy ounce ,"5,000 troy ounces ",Outright transactions: $0.005 per troy ounce. Straddle or spread transactions and settlement prices: $0.001 per troy ounce. ,Trading terminates at 12:25 p.m. CT on the third last business day of the delivery month. ,CME Globex: ,Metals,Precious,COMEX,Silver Futures,SI,Outright,0.005,25,5000,,
SM,CBT,Soybean Meal Futures,100,0.1,http://www.cmegroup.com/trading/agricultural/grain-and-oilseed/soybean-meal_contract_specifications.html,CME Globex: ZMCME ClearPort: 06 ,Deliverable ,Dollars and Cents per short ton ,100 Short Tons (~ 91 metric tons) ,10 cents per short ton ($10.00 per contract) ,The business day prior to the 15th calendar day of the contract month. ,"Sunday – Friday, 7:00 p.m. – 7:45 a.m. CT and ",Agriculture,Grain And Oilseed,,,,,,,,,
SP,CME,S&P 500 Futures,250,0.1,http://www.cmegroup.com/trading/equity-index/us-index/sandp-500_contract_specifications.html,CME Globex: SP ,Financially Settled ,,$250 x S&P 500 Index ,Outright: 0.10 index points=$25 Calendar Spread: 0.05 index points=$12.50 ,Open Outcry: 4:15 p.m. ET on Thursday prior to 3rd Friday of the contract month  CME Globex: On the rollover date (typcially eight days prior to last trade date for open outcry) when the lead month goes off the screen and the deferred month becomes the new lead month. View Rollover Dates  ,Open Outcry: Monday - Friday: 9:30 a.m. - 4:15 p.m. Eastern Time (ET) ,Equities,US Index,,S&P 500 Futures,SP,Outright,0.1,25,250,,
